id_transakcji,id_klienta,data_transakcji,metoda_platnosci,status
T00035013,K000048,2023-05-06,BLIK,Zrealizowane
T00035014,K000925,2023-05-06,Płatność przy odbiorze,Zrealizowane
T00035015,K000120,2023-05-06,Karta kredytowa,Anulowane
T00035016,K000937,2023-05-06,BLIK,Zrealizowane
T00035017,K000856,2023-05-06,Karta kredytowa,Zrealizowane
T00035018,K000384,2023-05-06,PayPal,Zrealizowane
T00035019,K000329,2023-05-06,Karta kredytowa,Zrealizowane
T00035020,K000544,2023-05-06,PayPal,Zrealizowane
T00035021,K000872,2023-05-06,PayPal,Zrealizowane
T00035022,K000765,2023-05-06,PayPal,Zrealizowane
T00035023,K000773,2023-05-06,PayPal,Zwrócone
T00035024,K000085,2023-05-06,Płatność przy odbiorze,Zrealizowane
T00035025,K000017,2023-05-06,Przelew bankowy,W trakcie realizacji
T00035026,K000536,2023-05-06,Płatność przy odbiorze,Zrealizowane
T00035027,K000384,2023-05-06,PayPal,Zrealizowane
T00035028,K000859,2023-05-06,Karta kredytowa,W trakcie realizacji
T00035029,K000624,2023-05-06,PayPal,Zrealizowane
T00035030,K000082,2023-05-06,PayPal,Zrealizowane
T00035031,K000854,2023-05-06,PayPal,Zrealizowane
T00035032,K000518,2023-05-06,PayPal,Zrealizowane
T00035033,K000796,2023-05-06,BLIK,Zrealizowane
T00035034,K000106,2023-05-06,Przelew bankowy,Zrealizowane
T00035035,K000660,2023-05-06,PayPal,W trakcie realizacji
T00035036,K000889,2023-05-06,PayPal,Zrealizowane
T00035037,K000720,2023-05-06,Karta kredytowa,Zrealizowane
T00035038,K000147,2023-05-06,PayPal,Zrealizowane
T00035039,K000008,2023-05-06,Karta kredytowa,Zrealizowane
T00035040,K000274,2023-05-06,PayPal,Zrealizowane
T00035041,K000805,2023-05-06,Karta kredytowa,Zrealizowane
T00035042,K000701,2023-05-06,BLIK,Zrealizowane
T00035043,K000685,2023-05-06,PayPal,Zwrócone
T00035044,K000511,2023-05-06,Karta kredytowa,Zrealizowane
T00035045,K000735,2023-05-06,Karta kredytowa,W trakcie realizacji
T00035046,K000038,2023-05-06,PayPal,Zrealizowane
T00035047,K000514,2023-05-06,PayPal,Zrealizowane
T00035048,K000951,2023-05-06,Przelew bankowy,Zrealizowane
T00035049,K000224,2023-05-06,Przelew bankowy,Zrealizowane
T00035050,K000911,2023-05-06,Karta kredytowa,Zrealizowane
T00035051,K000571,2023-05-06,Karta kredytowa,Zrealizowane
T00035052,K000587,2023-05-06,Karta kredytowa,Zrealizowane
T00035053,K000133,2023-05-06,Karta kredytowa,Zrealizowane
T00035054,K000362,2023-05-06,Karta kredytowa,Zrealizowane
T00035055,K000221,2023-05-06,PayPal,Zrealizowane
T00035056,K000724,2023-05-06,PayPal,Zrealizowane
T00035057,K000660,2023-05-06,BLIK,Zrealizowane
T00035058,K000082,2023-05-06,Karta kredytowa,Zrealizowane
T00035059,K000396,2023-05-06,PayPal,Zrealizowane
T00035060,K000185,2023-05-06,BLIK,Zrealizowane
T00035061,K000881,2023-05-06,Karta kredytowa,Anulowane
T00035062,K000849,2023-05-06,BLIK,Zrealizowane
T00035063,K000580,2023-05-06,Karta kredytowa,Zrealizowane
T00035064,K000787,2023-05-06,BLIK,Zrealizowane
T00035065,K000249,2023-05-06,PayPal,Zrealizowane
T00035066,K000765,2023-05-06,PayPal,W trakcie realizacji
T00035067,K000599,2023-05-06,Karta kredytowa,Zrealizowane
T00035068,K000283,2023-05-06,BLIK,W trakcie realizacji
T00035069,K000628,2023-05-06,PayPal,Zrealizowane
T00035070,K000437,2023-05-06,Karta kredytowa,Zrealizowane
T00035071,K000682,2023-05-06,Przelew bankowy,Zwrócone
T00035072,K000252,2023-05-06,BLIK,Zrealizowane
T00035073,K000372,2023-05-06,BLIK,Zrealizowane
T00035074,K000301,2023-05-06,PayPal,Zrealizowane
T00035075,K000334,2023-05-06,PayPal,Zrealizowane
T00035076,K000324,2023-05-06,PayPal,Zrealizowane
T00035077,K000708,2023-05-06,Karta kredytowa,Zrealizowane
T00035078,K000920,2023-05-06,Karta kredytowa,Zrealizowane
T00035079,K000855,2023-05-06,PayPal,Zrealizowane
T00035080,K000036,2023-05-06,BLIK,Zrealizowane
T00035081,K000459,2023-05-06,BLIK,Zrealizowane
T00035082,K000993,2023-05-06,Karta kredytowa,Zrealizowane
T00035083,K000230,2023-05-06,Karta kredytowa,Zrealizowane
T00035084,K000645,2023-05-06,Karta kredytowa,Zrealizowane
T00035085,K000283,2023-05-06,PayPal,Zwrócone
T00035086,K000165,2023-05-06,Karta kredytowa,Zrealizowane
T00035087,K000539,2023-05-06,PayPal,Zrealizowane
T00035088,K000607,2023-05-06,Przelew bankowy,Zrealizowane
T00035089,K000332,2023-05-06,BLIK,Zrealizowane
T00035090,K000175,2023-05-06,BLIK,Zrealizowane
T00035091,K000960,2023-05-06,Karta kredytowa,Zrealizowane
T00035092,K000902,2023-05-06,Karta kredytowa,Zrealizowane
T00035093,K000076,2023-05-06,Karta kredytowa,Zrealizowane
T00035094,K000440,2023-05-06,PayPal,Zrealizowane
T00035095,K000128,2023-05-06,PayPal,Zrealizowane
T00035096,K000512,2023-05-06,Karta kredytowa,Zrealizowane
T00035097,K000758,2023-05-06,Karta kredytowa,Zrealizowane
T00035098,K000398,2023-05-06,Karta kredytowa,Anulowane
T00035099,K000278,2023-05-06,Karta kredytowa,Zrealizowane
T00035100,K000695,2023-05-06,PayPal,Zrealizowane
T00035101,K000331,2023-05-06,Karta kredytowa,Zrealizowane
T00035102,K000360,2023-05-06,BLIK,Zrealizowane
T00035103,K000564,2023-05-06,PayPal,Zrealizowane
T00035104,K000871,2023-05-06,PayPal,Zrealizowane
T00035105,K000440,2023-05-06,PayPal,Zrealizowane
T00035106,K000102,2023-05-06,PayPal,Zrealizowane
T00035107,K000377,2023-05-06,PayPal,Zrealizowane
T00035108,K000256,2023-05-06,Karta kredytowa,Zrealizowane
T00035109,K000589,2023-05-07,Karta kredytowa,Zrealizowane
T00035110,K000774,2023-05-07,Przelew bankowy,Zrealizowane
T00035111,K000404,2023-05-07,Karta kredytowa,Zrealizowane
T00035112,K000822,2023-05-07,Karta kredytowa,Zrealizowane
T00035113,K000002,2023-05-07,PayPal,Anulowane
T00035114,K000715,2023-05-07,PayPal,Zrealizowane
T00035115,K000840,2023-05-07,PayPal,Zrealizowane
T00035116,K000670,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035117,K000859,2023-05-07,Karta kredytowa,W trakcie realizacji
T00035118,K000128,2023-05-07,PayPal,Zrealizowane
T00035119,K000950,2023-05-07,Karta kredytowa,W trakcie realizacji
T00035120,K000132,2023-05-07,PayPal,Zrealizowane
T00035121,K000455,2023-05-07,Karta kredytowa,Zrealizowane
T00035122,K000943,2023-05-07,BLIK,Zrealizowane
T00035123,K000344,2023-05-07,Karta kredytowa,Zwrócone
T00035124,K000352,2023-05-07,PayPal,Zrealizowane
T00035125,K000403,2023-05-07,PayPal,Zrealizowane
T00035126,K000042,2023-05-07,PayPal,Zrealizowane
T00035127,K000355,2023-05-07,Karta kredytowa,Zrealizowane
T00035128,K000682,2023-05-07,Karta kredytowa,Zrealizowane
T00035129,K000819,2023-05-07,PayPal,Zrealizowane
T00035130,K000259,2023-05-07,PayPal,Zrealizowane
T00035131,K000210,2023-05-07,Karta kredytowa,Zrealizowane
T00035132,K000037,2023-05-07,PayPal,Zrealizowane
T00035133,K000022,2023-05-07,PayPal,Zrealizowane
T00035134,K000161,2023-05-07,PayPal,Zrealizowane
T00035135,K000742,2023-05-07,Karta kredytowa,Zrealizowane
T00035136,K000359,2023-05-07,PayPal,Zrealizowane
T00035137,K000354,2023-05-07,Przelew bankowy,Zrealizowane
T00035138,K000433,2023-05-07,Karta kredytowa,Zrealizowane
T00035139,K000855,2023-05-07,PayPal,Zwrócone
T00035140,K000438,2023-05-07,Karta kredytowa,Zrealizowane
T00035141,K000830,2023-05-07,Karta kredytowa,Zrealizowane
T00035142,K000547,2023-05-07,Karta kredytowa,Zrealizowane
T00035143,K000285,2023-05-07,Przelew bankowy,Zrealizowane
T00035144,K000834,2023-05-07,Karta kredytowa,Zrealizowane
T00035145,K000893,2023-05-07,Karta kredytowa,Zrealizowane
T00035146,K000306,2023-05-07,BLIK,Zrealizowane
T00035147,K000014,2023-05-07,Przelew bankowy,Zrealizowane
T00035148,K000048,2023-05-07,PayPal,Zrealizowane
T00035149,K000300,2023-05-07,Karta kredytowa,Zrealizowane
T00035150,K000242,2023-05-07,Przelew bankowy,Zwrócone
T00035151,K000584,2023-05-07,PayPal,Zrealizowane
T00035152,K000897,2023-05-07,Karta kredytowa,Zwrócone
T00035153,K000412,2023-05-07,Karta kredytowa,Zrealizowane
T00035154,K000771,2023-05-07,PayPal,Zrealizowane
T00035155,K000504,2023-05-07,BLIK,Zrealizowane
T00035156,K000886,2023-05-07,PayPal,Zrealizowane
T00035157,K000711,2023-05-07,PayPal,Zrealizowane
T00035158,K000098,2023-05-07,Karta kredytowa,Zrealizowane
T00035159,K000816,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035160,K000126,2023-05-07,PayPal,Zrealizowane
T00035161,K000160,2023-05-07,Karta kredytowa,Zrealizowane
T00035162,K000265,2023-05-07,BLIK,Zrealizowane
T00035163,K000247,2023-05-07,PayPal,Zrealizowane
T00035164,K000995,2023-05-07,Karta kredytowa,Zrealizowane
T00035165,K000185,2023-05-07,Karta kredytowa,Zrealizowane
T00035166,K000467,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035167,K000302,2023-05-07,PayPal,Zrealizowane
T00035168,K000570,2023-05-07,PayPal,Zrealizowane
T00035169,K000696,2023-05-07,Karta kredytowa,Zrealizowane
T00035170,K000783,2023-05-07,Karta kredytowa,Zwrócone
T00035171,K000631,2023-05-07,PayPal,Zrealizowane
T00035172,K000735,2023-05-07,Karta kredytowa,Zrealizowane
T00035173,K000445,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035174,K000656,2023-05-07,Karta kredytowa,Zrealizowane
T00035175,K000883,2023-05-07,Karta kredytowa,Zrealizowane
T00035176,K000239,2023-05-07,PayPal,Zrealizowane
T00035177,K000558,2023-05-07,Przelew bankowy,Anulowane
T00035178,K000229,2023-05-07,Przelew bankowy,Anulowane
T00035179,K000327,2023-05-07,Karta kredytowa,Zrealizowane
T00035180,K000291,2023-05-07,Karta kredytowa,Zrealizowane
T00035181,K000989,2023-05-07,Karta kredytowa,Zrealizowane
T00035182,K000066,2023-05-07,Karta kredytowa,Zrealizowane
T00035183,K000313,2023-05-07,Karta kredytowa,Zrealizowane
T00035184,K000880,2023-05-07,BLIK,Anulowane
T00035185,K000290,2023-05-07,BLIK,Zrealizowane
T00035186,K000227,2023-05-07,Karta kredytowa,Zrealizowane
T00035187,K000799,2023-05-07,PayPal,Zrealizowane
T00035188,K000524,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035189,K000961,2023-05-07,PayPal,Zrealizowane
T00035190,K000175,2023-05-07,PayPal,Zrealizowane
T00035191,K000221,2023-05-07,Karta kredytowa,Zrealizowane
T00035192,K000065,2023-05-07,PayPal,W trakcie realizacji
T00035193,K000641,2023-05-07,PayPal,Zrealizowane
T00035194,K000847,2023-05-07,Karta kredytowa,Zrealizowane
T00035195,K000762,2023-05-07,Karta kredytowa,Zrealizowane
T00035196,K000707,2023-05-07,Przelew bankowy,Zwrócone
T00035197,K000270,2023-05-07,Płatność przy odbiorze,Anulowane
T00035198,K000182,2023-05-07,PayPal,Zwrócone
T00035199,K000906,2023-05-07,BLIK,Zrealizowane
T00035200,K000835,2023-05-07,BLIK,Zrealizowane
T00035201,K000340,2023-05-07,Karta kredytowa,Zrealizowane
T00035202,K000896,2023-05-07,Karta kredytowa,Zrealizowane
T00035203,K000306,2023-05-07,Przelew bankowy,Zrealizowane
T00035204,K000887,2023-05-07,BLIK,Zrealizowane
T00035205,K000896,2023-05-07,BLIK,Zrealizowane
T00035206,K000612,2023-05-07,Karta kredytowa,Zrealizowane
T00035207,K000859,2023-05-07,Karta kredytowa,Zrealizowane
T00035208,K000753,2023-05-07,Przelew bankowy,Zrealizowane
T00035209,K000116,2023-05-07,Karta kredytowa,Anulowane
T00035210,K000676,2023-05-07,BLIK,Zrealizowane
T00035211,K000751,2023-05-07,PayPal,W trakcie realizacji
T00035212,K000011,2023-05-07,Karta kredytowa,Zrealizowane
T00035213,K000899,2023-05-07,Karta kredytowa,Zrealizowane
T00035214,K000984,2023-05-07,Przelew bankowy,Zrealizowane
T00035215,K000167,2023-05-07,Karta kredytowa,Zrealizowane
T00035216,K000010,2023-05-07,BLIK,Zwrócone
T00035217,K000986,2023-05-07,PayPal,Zrealizowane
T00035218,K000563,2023-05-07,BLIK,Zrealizowane
T00035219,K000800,2023-05-07,Przelew bankowy,Zrealizowane
T00035220,K000948,2023-05-07,Przelew bankowy,Zrealizowane
T00035221,K000328,2023-05-07,PayPal,Zrealizowane
T00035222,K000047,2023-05-07,PayPal,Zrealizowane
T00035223,K000525,2023-05-07,Karta kredytowa,Zrealizowane
T00035224,K000378,2023-05-07,PayPal,Zrealizowane
T00035225,K000835,2023-05-07,PayPal,Zrealizowane
T00035226,K000821,2023-05-07,Karta kredytowa,Zrealizowane
T00035227,K000821,2023-05-07,PayPal,Zrealizowane
T00035228,K000399,2023-05-07,Karta kredytowa,Zrealizowane
T00035229,K000437,2023-05-07,PayPal,W trakcie realizacji
T00035230,K000981,2023-05-07,BLIK,W trakcie realizacji
T00035231,K000121,2023-05-07,Przelew bankowy,Zrealizowane
T00035232,K000810,2023-05-07,Karta kredytowa,Zrealizowane
T00035233,K000797,2023-05-07,PayPal,Zrealizowane
T00035234,K000757,2023-05-07,Karta kredytowa,Zrealizowane
T00035235,K000047,2023-05-07,BLIK,Zrealizowane
T00035236,K000731,2023-05-07,Karta kredytowa,Zrealizowane
T00035237,K000798,2023-05-07,PayPal,Zrealizowane
T00035238,K000635,2023-05-07,Karta kredytowa,W trakcie realizacji
T00035239,K000526,2023-05-07,PayPal,Zrealizowane
T00035240,K000489,2023-05-07,PayPal,Zrealizowane
T00035241,K000765,2023-05-07,Karta kredytowa,Zrealizowane
T00035242,K000505,2023-05-07,PayPal,Zrealizowane
T00035243,K000079,2023-05-07,Karta kredytowa,Zrealizowane
T00035244,K000750,2023-05-07,Przelew bankowy,Zrealizowane
T00035245,K000367,2023-05-07,Karta kredytowa,Zwrócone
T00035246,K000315,2023-05-07,PayPal,Zrealizowane
T00035247,K000110,2023-05-07,BLIK,Zrealizowane
T00035248,K000874,2023-05-07,Karta kredytowa,Zrealizowane
T00035249,K000576,2023-05-07,Karta kredytowa,Zrealizowane
T00035250,K000556,2023-05-07,Karta kredytowa,Zrealizowane
T00035251,K000782,2023-05-07,BLIK,Zrealizowane
T00035252,K000409,2023-05-07,Karta kredytowa,W trakcie realizacji
T00035253,K000091,2023-05-07,Karta kredytowa,W trakcie realizacji
T00035254,K000239,2023-05-07,PayPal,Anulowane
T00035255,K000300,2023-05-07,PayPal,Zrealizowane
T00035256,K000317,2023-05-07,BLIK,Zrealizowane
T00035257,K000770,2023-05-07,Przelew bankowy,Zrealizowane
T00035258,K000243,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035259,K000977,2023-05-07,Karta kredytowa,Zrealizowane
T00035260,K000079,2023-05-07,Karta kredytowa,Zrealizowane
T00035261,K000475,2023-05-07,BLIK,Zrealizowane
T00035262,K000330,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035263,K000510,2023-05-07,PayPal,Zrealizowane
T00035264,K000939,2023-05-07,PayPal,Zrealizowane
T00035265,K000750,2023-05-07,Karta kredytowa,Zrealizowane
T00035266,K000777,2023-05-07,Przelew bankowy,Zrealizowane
T00035267,K000701,2023-05-07,Przelew bankowy,Zrealizowane
T00035268,K000707,2023-05-07,Karta kredytowa,Zrealizowane
T00035269,K000920,2023-05-07,Karta kredytowa,Zrealizowane
T00035270,K000961,2023-05-07,Karta kredytowa,Zrealizowane
T00035271,K000166,2023-05-07,Karta kredytowa,Zrealizowane
T00035272,K000710,2023-05-07,Karta kredytowa,Zrealizowane
T00035273,K000901,2023-05-07,Karta kredytowa,Zrealizowane
T00035274,K000068,2023-05-07,Karta kredytowa,Zrealizowane
T00035275,K000707,2023-05-07,PayPal,Zrealizowane
T00035276,K000237,2023-05-07,Karta kredytowa,Zrealizowane
T00035277,K000670,2023-05-07,BLIK,Zrealizowane
T00035278,K000228,2023-05-07,Przelew bankowy,Zrealizowane
T00035279,K000471,2023-05-07,Przelew bankowy,Zrealizowane
T00035280,K000062,2023-05-07,PayPal,Zrealizowane
T00035281,K000135,2023-05-07,PayPal,Zrealizowane
T00035282,K000947,2023-05-07,Karta kredytowa,Zwrócone
T00035283,K000160,2023-05-07,Karta kredytowa,Zrealizowane
T00035284,K000619,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035285,K000842,2023-05-07,Karta kredytowa,Zrealizowane
T00035286,K000755,2023-05-07,Karta kredytowa,Zrealizowane
T00035287,K000755,2023-05-07,Karta kredytowa,Zrealizowane
T00035288,K000101,2023-05-07,BLIK,Zrealizowane
T00035289,K000225,2023-05-07,Karta kredytowa,Zrealizowane
T00035290,K000282,2023-05-07,PayPal,Zrealizowane
T00035291,K000555,2023-05-07,PayPal,Zrealizowane
T00035292,K000365,2023-05-07,Płatność przy odbiorze,Zwrócone
T00035293,K000318,2023-05-07,Karta kredytowa,Zrealizowane
T00035294,K000415,2023-05-07,PayPal,Zrealizowane
T00035295,K000478,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035296,K000023,2023-05-07,Karta kredytowa,Zrealizowane
T00035297,K000576,2023-05-07,Karta kredytowa,Zrealizowane
T00035298,K000989,2023-05-07,Karta kredytowa,Zrealizowane
T00035299,K000840,2023-05-07,PayPal,Zwrócone
T00035300,K000183,2023-05-07,Karta kredytowa,Zrealizowane
T00035301,K000656,2023-05-07,Przelew bankowy,Zrealizowane
T00035302,K000632,2023-05-07,PayPal,Anulowane
T00035303,K000777,2023-05-07,PayPal,Anulowane
T00035304,K000772,2023-05-07,PayPal,Zrealizowane
T00035305,K000979,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035306,K000551,2023-05-07,PayPal,Zrealizowane
T00035307,K000300,2023-05-07,Karta kredytowa,Zwrócone
T00035308,K000297,2023-05-07,Karta kredytowa,Zrealizowane
T00035309,K000269,2023-05-07,Przelew bankowy,Zwrócone
T00035310,K000588,2023-05-07,PayPal,Zrealizowane
T00035311,K000969,2023-05-07,PayPal,W trakcie realizacji
T00035312,K000908,2023-05-07,BLIK,W trakcie realizacji
T00035313,K000280,2023-05-07,PayPal,Zrealizowane
T00035314,K000048,2023-05-07,Karta kredytowa,Zrealizowane
T00035315,K000205,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035316,K000611,2023-05-07,PayPal,Zrealizowane
T00035317,K000800,2023-05-07,Karta kredytowa,Zrealizowane
T00035318,K000422,2023-05-07,PayPal,Zrealizowane
T00035319,K000974,2023-05-07,PayPal,Zrealizowane
T00035320,K000962,2023-05-07,PayPal,Zrealizowane
T00035321,K000950,2023-05-07,Płatność przy odbiorze,Zrealizowane
T00035322,K000789,2023-05-07,Karta kredytowa,Zrealizowane
T00035323,K000671,2023-05-07,Karta kredytowa,Zrealizowane
T00035324,K000320,2023-05-07,BLIK,Zrealizowane
T00035325,K000948,2023-05-07,Karta kredytowa,Zrealizowane
T00035326,K000675,2023-05-07,Przelew bankowy,Zrealizowane
T00035327,K000144,2023-05-07,Karta kredytowa,Zrealizowane
T00035328,K000680,2023-05-07,BLIK,Zrealizowane
T00035329,K000090,2023-05-07,BLIK,Zrealizowane
T00035330,K000550,2023-05-07,Karta kredytowa,W trakcie realizacji
T00035331,K000953,2023-05-07,Karta kredytowa,Zrealizowane
T00035332,K000771,2023-05-07,BLIK,Zwrócone
T00035333,K000165,2023-05-07,Przelew bankowy,Zrealizowane
T00035334,K000612,2023-05-07,Karta kredytowa,Zrealizowane
T00035335,K000998,2023-05-07,Karta kredytowa,Zrealizowane
T00035336,K000770,2023-05-07,PayPal,Zrealizowane
T00035337,K000982,2023-05-07,BLIK,Zrealizowane
T00035338,K000259,2023-05-07,Karta kredytowa,Zrealizowane
T00035339,K000616,2023-05-07,Przelew bankowy,Zrealizowane
T00035340,K000687,2023-05-07,Karta kredytowa,Zrealizowane
T00035341,K000618,2023-05-07,PayPal,Zrealizowane
T00035342,K000111,2023-05-07,Przelew bankowy,Zrealizowane
T00035343,K000858,2023-05-07,Karta kredytowa,Zrealizowane
T00035344,K000539,2023-05-07,Karta kredytowa,Zrealizowane
T00035345,K000959,2023-05-07,Przelew bankowy,Zrealizowane
T00035346,K000550,2023-05-07,Karta kredytowa,Zrealizowane
T00035347,K000684,2023-05-07,PayPal,Zrealizowane
T00035348,K000008,2023-05-07,PayPal,Zrealizowane
T00035349,K000023,2023-05-07,PayPal,Zrealizowane
T00035350,K000646,2023-05-07,Karta kredytowa,Zrealizowane
T00035351,K000409,2023-05-07,PayPal,Anulowane
T00035352,K000571,2023-05-07,PayPal,Zrealizowane
T00035353,K000441,2023-05-07,BLIK,W trakcie realizacji
T00035354,K000058,2023-05-07,Przelew bankowy,Zrealizowane
T00035355,K000768,2023-05-07,PayPal,Zrealizowane
T00035356,K000912,2023-05-07,Karta kredytowa,Zrealizowane
T00035357,K000794,2023-05-07,Karta kredytowa,Zrealizowane
T00035358,K000335,2023-05-07,BLIK,Zrealizowane
T00035359,K000687,2023-05-07,PayPal,Zrealizowane
T00035360,K000096,2023-05-07,Karta kredytowa,Zrealizowane
T00035361,K000424,2023-05-08,Płatność przy odbiorze,Zrealizowane
T00035362,K000147,2023-05-08,BLIK,Zrealizowane
T00035363,K000462,2023-05-08,PayPal,Anulowane
T00035364,K000629,2023-05-08,Karta kredytowa,Zrealizowane
T00035365,K000752,2023-05-08,Karta kredytowa,Zrealizowane
T00035366,K000428,2023-05-08,BLIK,Zrealizowane
T00035367,K000355,2023-05-08,PayPal,Zrealizowane
T00035368,K000666,2023-05-08,BLIK,Zrealizowane
T00035369,K000308,2023-05-08,BLIK,Zrealizowane
T00035370,K000421,2023-05-08,PayPal,Zrealizowane
T00035371,K000845,2023-05-08,PayPal,Zrealizowane
T00035372,K000303,2023-05-08,Karta kredytowa,Zrealizowane
T00035373,K000712,2023-05-08,PayPal,Zrealizowane
T00035374,K000526,2023-05-08,Karta kredytowa,Zrealizowane
T00035375,K000154,2023-05-08,PayPal,Zrealizowane
T00035376,K000047,2023-05-08,Karta kredytowa,Zwrócone
T00035377,K000760,2023-05-08,PayPal,Zrealizowane
T00035378,K000606,2023-05-08,PayPal,Zrealizowane
T00035379,K000499,2023-05-08,PayPal,Zwrócone
T00035380,K000744,2023-05-08,Przelew bankowy,Zrealizowane
T00035381,K000106,2023-05-08,Przelew bankowy,Zrealizowane
T00035382,K000909,2023-05-08,Przelew bankowy,Zrealizowane
T00035383,K000740,2023-05-08,PayPal,Zrealizowane
T00035384,K000907,2023-05-08,BLIK,Zrealizowane
T00035385,K000770,2023-05-08,PayPal,Zrealizowane
T00035386,K000158,2023-05-08,Karta kredytowa,Zrealizowane
T00035387,K000371,2023-05-08,Karta kredytowa,Zrealizowane
T00035388,K000792,2023-05-08,PayPal,Zrealizowane
T00035389,K000245,2023-05-08,Karta kredytowa,Zrealizowane
T00035390,K000594,2023-05-08,Karta kredytowa,Zrealizowane
T00035391,K000535,2023-05-08,Karta kredytowa,Zrealizowane
T00035392,K000117,2023-05-08,PayPal,Zrealizowane
T00035393,K000070,2023-05-08,BLIK,Zrealizowane
T00035394,K000878,2023-05-08,Karta kredytowa,Zrealizowane
T00035395,K000075,2023-05-08,BLIK,Zrealizowane
T00035396,K000135,2023-05-08,Karta kredytowa,Anulowane
T00035397,K000943,2023-05-08,Przelew bankowy,Anulowane
T00035398,K000737,2023-05-08,Karta kredytowa,Zrealizowane
T00035399,K000890,2023-05-08,Karta kredytowa,Zrealizowane
T00035400,K000138,2023-05-08,Karta kredytowa,Zrealizowane
T00035401,K000853,2023-05-08,Karta kredytowa,Zrealizowane
T00035402,K000713,2023-05-08,Karta kredytowa,W trakcie realizacji
T00035403,K000887,2023-05-08,PayPal,Zrealizowane
T00035404,K000414,2023-05-08,Karta kredytowa,Zrealizowane
T00035405,K000432,2023-05-08,BLIK,Zrealizowane
T00035406,K000240,2023-05-08,Przelew bankowy,Zrealizowane
T00035407,K000537,2023-05-08,Karta kredytowa,Zrealizowane
T00035408,K000217,2023-05-08,PayPal,Zrealizowane
T00035409,K000881,2023-05-08,Przelew bankowy,Zrealizowane
T00035410,K000792,2023-05-08,PayPal,Zrealizowane
T00035411,K000012,2023-05-08,PayPal,Zrealizowane
T00035412,K000199,2023-05-08,BLIK,Zrealizowane
T00035413,K000507,2023-05-08,BLIK,Zrealizowane
T00035414,K000418,2023-05-08,BLIK,Zrealizowane
T00035415,K000387,2023-05-08,BLIK,Zwrócone
T00035416,K000134,2023-05-08,PayPal,W trakcie realizacji
T00035417,K000315,2023-05-08,PayPal,Zrealizowane
T00035418,K000923,2023-05-08,PayPal,Zrealizowane
T00035419,K000595,2023-05-08,Przelew bankowy,Zrealizowane
T00035420,K000840,2023-05-08,BLIK,Zrealizowane
T00035421,K000036,2023-05-08,Karta kredytowa,Zrealizowane
T00035422,K000829,2023-05-08,BLIK,Zrealizowane
T00035423,K000743,2023-05-08,BLIK,Zrealizowane
T00035424,K000612,2023-05-08,Karta kredytowa,Zrealizowane
T00035425,K000466,2023-05-08,PayPal,Zrealizowane
T00035426,K000711,2023-05-08,Płatność przy odbiorze,Zrealizowane
T00035427,K000193,2023-05-08,BLIK,Zwrócone
T00035428,K000389,2023-05-08,Karta kredytowa,Zrealizowane
T00035429,K000682,2023-05-08,BLIK,Zrealizowane
T00035430,K000142,2023-05-08,Karta kredytowa,Zrealizowane
T00035431,K000248,2023-05-08,Karta kredytowa,Zrealizowane
T00035432,K000321,2023-05-08,Karta kredytowa,Zrealizowane
T00035433,K000524,2023-05-08,PayPal,W trakcie realizacji
T00035434,K000723,2023-05-08,BLIK,Zrealizowane
T00035435,K000386,2023-05-08,Karta kredytowa,Zrealizowane
T00035436,K000782,2023-05-08,Karta kredytowa,Zrealizowane
T00035437,K000323,2023-05-08,Karta kredytowa,Zrealizowane
T00035438,K000627,2023-05-08,Karta kredytowa,Anulowane
T00035439,K000867,2023-05-08,BLIK,Zrealizowane
T00035440,K000461,2023-05-08,PayPal,Zrealizowane
T00035441,K000323,2023-05-08,PayPal,Anulowane
T00035442,K000270,2023-05-08,Karta kredytowa,W trakcie realizacji
T00035443,K000930,2023-05-08,Karta kredytowa,W trakcie realizacji
T00035444,K000813,2023-05-08,BLIK,Zrealizowane
T00035445,K000137,2023-05-08,BLIK,Zrealizowane
T00035446,K000394,2023-05-08,Karta kredytowa,Zrealizowane
T00035447,K000904,2023-05-08,PayPal,Zrealizowane
T00035448,K000669,2023-05-08,PayPal,Zrealizowane
T00035449,K000061,2023-05-08,Przelew bankowy,W trakcie realizacji
T00035450,K000950,2023-05-08,Karta kredytowa,Zrealizowane
T00035451,K000935,2023-05-08,PayPal,Zrealizowane
T00035452,K000801,2023-05-08,Karta kredytowa,Zrealizowane
T00035453,K000919,2023-05-08,BLIK,Zrealizowane
T00035454,K000328,2023-05-08,Karta kredytowa,Zrealizowane
T00035455,K000895,2023-05-08,Karta kredytowa,Zrealizowane
T00035456,K000168,2023-05-08,Karta kredytowa,Anulowane
T00035457,K000358,2023-05-08,Karta kredytowa,Zrealizowane
T00035458,K000535,2023-05-08,BLIK,Anulowane
T00035459,K000059,2023-05-08,Karta kredytowa,W trakcie realizacji
