id_klienta,liczba_transakcji,pierwsza_transakcja,ostatnia_transakcja,laczna_wartosc,srednia_wartosc_zamowienia,min_wartosc_zamowienia,max_wartosc_zamowienia,miasto,segment,data_rejestracji,dni_miedzy_transakcjami,dni_od_rejestracji_do_pierwszego_zakupu,dni_od_ostatniego_zakupu
K000500,47,2023-01-10,2023-06-27,300572.5805,6395.161287234042,546.42,16100.899999999998,Poznań,Standard,2022-09-30 05:27:12.432432432,3.652173913043478,101,2
K000501,55,2023-01-01,2023-06-27,346977.336,6308.678836363637,211.73,15606.122000000001,Poznań,Standard,2022-09-30 18:32:47.567567568,3.2777777777777777,92,2
K000502,48,2023-01-06,2023-06-26,303871.7535,6330.66153125,614.85,16128.553499999998,Łódź,Standard,2022-10-01 07:38:22.702702700,3.6382978723404253,96,3
K000503,43,2023-01-09,2023-06-26,263604.962,6130.347953488372,120.26,17688.066,Poznań,Premium,2022-10-01 20:43:57.837837836,4.0,99,3
K000504,55,2023-01-17,2023-06-25,348561.8765,6337.4886636363635,334.44,13784.118,Poznań,Standard,2022-10-02 09:49:32.972972972,2.9444444444444446,106,4
K000505,70,2023-01-04,2023-06-28,401365.798,5733.797114285714,20.04,19000.688000000002,Kraków,Standard,2022-10-02 22:55:08.108108108,2.536231884057971,93,1
K000506,51,2023-01-09,2023-06-24,311422.3725,6106.321029411764,635.1899999999999,19160.39,Warszawa,Standard,2022-10-03 12:00:43.243243244,3.32,97,5
K000507,51,2023-01-02,2023-06-29,331750.0445,6504.902833333334,1016.86,14484.2795,Gdańsk,Standard,2022-10-04 01:06:18.378378376,3.56,89,0
K000508,52,2023-01-04,2023-06-28,266990.7145,5134.436817307693,793.3499999999999,15027.6535,Warszawa,Standard,2022-10-04 14:11:53.513513512,3.4313725490196076,91,1
K000509,46,2023-01-03,2023-06-29,240004.965,5217.499239130435,131.418,14618.15,Poznań,Premium,2022-10-05 03:17:28.648648648,3.933333333333333,89,0
K000510,49,2023-01-14,2023-06-18,278703.085,5687.8180612244905,102.57,14645.380000000001,Kraków,Premium,2022-10-05 16:23:03.783783784,3.2291666666666665,100,11
K000511,47,2023-01-12,2023-06-29,292214.0325,6217.319840425532,76.133,14047.86,Wrocław,Standard,2022-10-06 05:28:38.918918916,3.652173913043478,97,0
K000512,55,2023-01-01,2023-06-27,347148.191,6311.785290909091,201.1435,16156.268,Kraków,Premium,2022-10-06 18:34:14.054054052,3.2777777777777777,86,2
K000513,47,2023-01-01,2023-06-27,282982.0375,6020.894414893616,144.369,12324.54,Poznań,Standard,2022-10-07 07:39:49.189189188,3.847826086956522,85,2
K000514,62,2023-01-07,2023-06-29,395684.4665,6382.007524193548,19.038,18915.0875,Kraków,Premium,2022-10-07 20:45:24.324324324,2.8360655737704916,91,0
K000515,49,2023-01-11,2023-06-28,276756.2525,5648.086785714286,292.04,17937.556,Szczecin,Premium,2022-10-08 09:50:59.459459460,3.5,94,1
K000516,46,2023-01-02,2023-06-23,270207.9845,5874.086619565218,332.26,17821.409,Kraków,Standard,2022-10-08 22:56:34.594594592,3.8222222222222224,85,6
K000517,58,2023-01-04,2023-06-26,342584.1705,5906.623629310345,376.749,14807.669,Poznań,Premium,2022-10-09 12:02:09.729729728,3.0350877192982457,86,3
K000518,44,2023-01-02,2023-06-28,238876.642,5429.014590909091,143.21,11279.517,Łódź,Standard,2022-10-10 01:07:44.864864864,4.116279069767442,83,1
K000519,57,2023-01-01,2023-06-27,360929.3845,6332.09446491228,166.13,15299.557,Szczecin,Standard,2022-10-10 14:13:20.000000000,3.1607142857142856,82,2
K000520,35,2023-01-02,2023-06-27,206310.4815,5894.585185714285,660.492,14536.3905,Kraków,Premium,2022-10-11 03:18:55.135135132,5.176470588235294,82,2
K000521,54,2023-01-07,2023-06-25,333232.3285,6170.969046296296,792.46,12450.710000000001,Gdańsk,Standard,2022-10-11 16:24:30.270270268,3.188679245283019,87,4
K000522,57,2023-01-04,2023-06-28,348052.162,6106.178280701754,326.38,15075.142500000002,Gdańsk,Standard,2022-10-12 05:30:05.405405404,3.125,83,1
K000523,62,2023-01-03,2023-06-28,352634.0685,5687.6462661290325,27.352,16104.901999999998,Kraków,Standard,2022-10-12 18:35:40.540540540,2.8852459016393444,82,1
K000524,48,2023-01-11,2023-06-28,267725.13300000003,5577.606937500001,445.1035,15171.0815,Łódź,Premium,2022-10-13 07:41:15.675675676,3.574468085106383,89,1
K000525,41,2023-01-01,2023-06-18,215143.93600000002,5247.413073170732,10.02,10721.52,Wrocław,Standard,2022-10-13 20:46:50.810810808,4.2,79,11
K000526,39,2023-01-04,2023-06-20,241629.284,6195.622666666667,386.42,14826.486499999999,Poznań,Standard,2022-10-14 09:52:25.945945944,4.394736842105263,81,9
K000527,49,2023-01-03,2023-06-27,302541.96,6174.325714285715,265.808,17693.395,Gdańsk,Premium,2022-10-14 22:58:01.081081080,3.6458333333333335,80,2
K000528,45,2023-01-11,2023-06-23,266874.329,5930.540644444445,578.66,13202.648000000001,Wrocław,Premium,2022-10-15 12:03:36.216216216,3.7045454545454546,87,6
K000529,48,2023-01-02,2023-06-17,309230.0725,6442.293177083334,12.93,13122.288499999999,Kraków,Standard,2022-10-16 01:09:11.351351352,3.5319148936170213,77,12
K000530,65,2023-01-01,2023-06-29,407313.28750000003,6266.35826923077,80.14,17776.645,Wrocław,Standard,2022-10-16 14:14:46.486486484,2.796875,76,0
K000531,43,2023-01-03,2023-06-22,250453.8385,5824.507872093023,540.135,12814.462,Szczecin,Standard,2022-10-17 03:20:21.621621620,4.0476190476190474,77,7
K000532,58,2023-01-02,2023-06-28,357042.96,6155.913103448276,102.57,14180.723,Warszawa,Standard,2022-10-17 16:25:56.756756756,3.1052631578947367,76,1
K000533,52,2023-01-03,2023-06-25,288785.4855,5553.567028846154,20.688,14183.47,Gdańsk,Standard,2022-10-18 05:31:31.891891892,3.392156862745098,76,4
K000534,50,2023-01-03,2023-06-21,281958.436,5639.16872,40.07,13991.012,Kraków,Premium,2022-10-18 18:37:07.027027024,3.4489795918367347,76,8
K000535,48,2023-01-04,2023-06-24,286076.0165,5959.917010416667,117.49,13132.6075,Poznań,Standard,2022-10-19 07:42:42.162162160,3.6382978723404253,76,5
K000536,47,2023-01-04,2023-06-28,268206.5795,5706.522968085106,954.33,14379.343,Łódź,Standard,2022-10-19 20:48:17.297297296,3.8043478260869565,76,1
K000537,47,2023-01-02,2023-06-28,294541.013,6266.830063829787,432.99,18024.091,Szczecin,Standard,2022-10-20 09:53:52.432432432,3.847826086956522,73,1
K000538,52,2023-01-04,2023-06-27,278383.2785,5353.524586538462,40.07,15302.604,Kraków,Premium,2022-10-20 22:59:27.567567568,3.411764705882353,75,2
K000539,44,2023-01-01,2023-06-29,242464.6695,5510.560670454545,755.1804999999999,12268.6305,Poznań,Standard,2022-10-21 12:05:02.702702700,4.162790697674419,71,0
K000540,42,2023-01-08,2023-06-29,207588.4195,4942.581416666666,386.42,13743.392,Łódź,VIP,2022-10-22 01:10:37.837837836,4.195121951219512,77,0
K000541,41,2023-01-06,2023-06-19,240572.8945,5867.631573170732,480.24,16186.654999999999,Łódź,Standard,2022-10-22 14:16:12.972972972,4.1,75,10
K000542,54,2023-01-01,2023-06-23,330972.853,6129.126907407407,94.42,13013.116,Kraków,Standard,2022-10-23 03:21:48.108108108,3.2641509433962264,69,6
K000543,43,2023-01-12,2023-06-29,238397.4485,5544.126709302325,245.22,18717.8835,Szczecin,Standard,2022-10-23 16:27:23.243243240,4.0,80,0
K000544,53,2023-01-02,2023-06-29,244263.11250000002,4608.737971698113,169.54,13773.490000000002,Wrocław,Standard,2022-10-24 05:32:58.378378376,3.423076923076923,69,0
K000545,47,2023-01-06,2023-06-21,277768.4245,5909.966478723405,274.5245,20262.66,Wrocław,Standard,2022-10-24 18:38:33.513513512,3.608695652173913,73,8
K000546,45,2023-01-03,2023-06-28,292677.1115,6503.935811111111,600.15,14820.16,Łódź,Standard,2022-10-25 07:44:08.648648648,4.0,69,1
K000547,50,2023-01-02,2023-06-27,275789.7205,5515.7944099999995,334.88800000000003,11995.69,Wrocław,Standard,2022-10-25 20:49:43.783783784,3.5918367346938775,68,2
K000548,55,2023-01-02,2023-06-25,323221.2505,5876.75000909091,353.20000000000005,15719.748,Warszawa,Premium,2022-10-26 09:55:18.918918916,3.2222222222222223,67,4
K000549,58,2023-01-04,2023-06-29,343733.129,5926.43325862069,88.344,14451.62,Łódź,Standard,2022-10-26 23:00:54.054054052,3.087719298245614,69,0
K000550,46,2023-01-01,2023-06-27,290864.605,6323.143586956521,716.395,14751.958,Łódź,Premium,2022-10-27 12:06:29.189189188,3.933333333333333,65,2
K000551,49,2023-01-08,2023-06-29,314551.236,6419.412979591836,64.961,16173.192000000001,Poznań,Standard,2022-10-28 01:12:04.324324324,3.5833333333333335,71,0
K000552,56,2023-01-02,2023-06-21,317230.186,5664.82475,254.31,14219.510000000002,Wrocław,Standard,2022-10-28 14:17:39.459459460,3.090909090909091,65,8
K000553,54,2023-01-01,2023-06-29,368362.378,6821.525518518519,456.34,15858.614000000001,Szczecin,Standard,2022-10-29 03:23:14.594594592,3.3773584905660377,63,0
K000554,50,2023-01-05,2023-06-28,247020.478,4940.40956,112.82,12171.316,Łódź,Standard,2022-10-29 16:28:49.729729728,3.5510204081632653,67,1
K000555,66,2023-01-01,2023-06-29,384585.9375,5827.059659090909,245.22,17277.0285,Szczecin,Standard,2022-10-30 05:34:24.864864864,2.753846153846154,62,0
K000556,53,2023-01-02,2023-06-22,325096.245,6133.891415094339,214.985,18810.187,Warszawa,Standard,2022-10-30 18:40:00.000000000,3.2884615384615383,63,7
K000557,47,2023-01-05,2023-06-29,249035.1255,5298.619691489362,36.063,16495.643,Poznań,Standard,2022-10-31 07:45:35.135135132,3.8043478260869565,65,0
K000558,38,2023-01-02,2023-06-22,205350.454,5403.959315789473,396.23,13250.229,Kraków,Standard,2022-10-31 20:51:10.270270268,4.621621621621622,62,7
K000559,47,2023-01-01,2023-06-24,312974.2655,6659.0269255319145,459.99,15952.047,Szczecin,Standard,2022-11-01 09:56:45.405405404,3.782608695652174,60,5
K000560,34,2023-01-07,2023-06-28,226995.351,6676.333852941177,1404.4705,18908.47,Łódź,VIP,2022-11-01 23:02:20.540540540,5.212121212121212,66,1
K000561,47,2023-01-04,2023-06-29,296426.727,6306.951638297873,88.344,16895.09,Warszawa,Premium,2022-11-02 12:07:55.675675676,3.8260869565217392,62,0
K000562,46,2023-01-05,2023-06-26,268504.601,5837.056543478261,292.04,16048.595,Gdańsk,Premium,2022-11-03 01:13:30.810810808,3.8222222222222224,62,3
K000563,50,2023-01-13,2023-06-26,323927.3475,6478.54695,685.94,14767.222,Warszawa,Premium,2022-11-03 14:19:05.945945944,3.3469387755102042,70,3
K000564,47,2023-01-02,2023-06-17,257766.986,5484.403957446809,112.82,13732.081,Warszawa,Standard,2022-11-04 03:24:41.081081080,3.608695652173913,58,12
K000565,39,2023-01-01,2023-06-28,253012.511,6487.500282051282,971.25,15987.404,Poznań,Standard,2022-11-04 16:30:16.216216216,4.684210526315789,57,1
K000566,47,2023-01-01,2023-06-27,247000.8845,5255.337968085106,311.67,17412.15,Kraków,VIP,2022-11-05 05:35:51.351351352,3.847826086956522,56,2
K000567,55,2023-01-02,2023-06-29,334494.75549999997,6081.722827272727,80.14,18570.638,Gdańsk,Standard,2022-11-05 18:41:26.486486484,3.2962962962962963,57,0
K000568,51,2023-01-02,2023-06-22,296781.1485,5819.238205882353,339.45000000000005,13492.276,Wrocław,Standard,2022-11-06 07:47:01.621621620,3.42,56,7
K000569,41,2023-01-02,2023-06-27,255891.5905,6241.258304878049,509.28,20112.798,Wrocław,Standard,2022-11-06 20:52:36.756756756,4.4,56,2
K000570,59,2023-01-01,2023-06-29,361111.858,6120.539966101695,183.5495,13625.640000000001,Szczecin,Standard,2022-11-07 09:58:11.891891892,3.086206896551724,54,0
K000571,54,2023-01-02,2023-06-22,278535.221,5158.059648148149,12.93,13387.19,Warszawa,Standard,2022-11-07 23:03:47.027027024,3.2264150943396226,55,7
K000572,50,2023-01-02,2023-06-25,320542.7795,6410.85559,94.42,13120.83,Poznań,Premium,2022-11-08 12:09:22.162162160,3.5510204081632653,54,4
K000573,39,2023-01-04,2023-06-28,240468.283,6165.85341025641,101.835,15658.0095,Poznań,Standard,2022-11-09 01:14:57.297297296,4.605263157894737,55,1
K000574,44,2023-01-04,2023-06-29,268705.4395,6106.941806818181,338.46,14879.5725,Wrocław,Standard,2022-11-09 14:20:32.432432432,4.093023255813954,55,0
K000575,59,2023-01-03,2023-06-25,325162.9055,5511.2356864406775,251.2275,15457.05,Szczecin,VIP,2022-11-10 03:26:07.567567568,2.9827586206896552,53,4
K000576,51,2023-01-04,2023-06-24,287858.6905,5644.2880490196085,328.457,14895.787,Szczecin,Standard,2022-11-10 16:31:42.702702700,3.42,54,5
K000577,66,2023-01-05,2023-06-28,399036.163,6046.0024696969695,136.3485,16569.39,Szczecin,Standard,2022-11-11 05:37:17.837837836,2.6769230769230767,54,1
K000578,44,2023-01-03,2023-06-29,269260.7915,6119.563443181818,563.832,15113.14,Gdańsk,Standard,2022-11-11 18:42:52.972972972,4.116279069767442,52,0
K000579,45,2023-01-06,2023-06-29,267493.625,5944.302777777778,654.5329999999999,15805.918,Kraków,Premium,2022-11-12 07:48:28.108108108,3.9545454545454546,54,0
K000580,43,2023-01-01,2023-06-29,266081.107,6187.932720930233,798.04,15538.36,Gdańsk,VIP,2022-11-12 20:54:03.243243240,4.261904761904762,49,0
K000581,56,2023-01-03,2023-06-29,332691.3625,5940.9171875,122.61,13902.621500000001,Łódź,Standard,2022-11-13 09:59:38.378378376,3.2181818181818183,50,0
K000582,46,2023-01-06,2023-06-28,235429.635,5118.035543478261,96.1775,12186.5,Łódź,Premium,2022-11-13 23:05:13.513513512,3.8444444444444446,53,1
K000583,41,2023-01-02,2023-06-24,265903.41000000003,6485.449024390245,438.06000000000006,12106.98,Kraków,Standard,2022-11-14 12:10:48.648648648,4.325,48,5
K000584,44,2023-01-10,2023-06-20,244363.717,5553.720840909091,1217.97,12223.378,Wrocław,VIP,2022-11-15 01:16:23.783783784,3.744186046511628,55,9
K000585,49,2023-01-01,2023-06-27,264722.051,5402.490836734693,220.75,16496.491,Kraków,Premium,2022-11-15 14:21:58.918918916,3.6875,46,2
K000586,47,2023-01-01,2023-06-26,344651.604,7333.01285106383,1125.86,17084.646,Poznań,Premium,2022-11-16 03:27:34.054054052,3.8260869565217392,45,3
K000587,39,2023-01-12,2023-06-27,233936.69150000002,5998.376705128206,146.02,16702.6885,Łódź,Standard,2022-11-16 16:33:09.189189188,4.368421052631579,56,2
K000588,60,2023-01-01,2023-06-28,324875.143,5414.5857166666665,356.16,13280.32,Warszawa,VIP,2022-11-17 05:38:44.324324324,3.016949152542373,44,1
K000589,45,2023-01-01,2023-06-29,262969.417,5843.764822222222,169.54,17482.9005,Warszawa,Premium,2022-11-17 18:44:19.459459460,4.068181818181818,44,0
K000590,48,2023-01-01,2023-06-29,304642.207,6346.712645833333,577.4580000000001,16063.678,Wrocław,Standard,2022-11-18 07:49:54.594594592,3.8085106382978724,43,0
K000591,54,2023-01-04,2023-06-27,328316.582,6079.936703703704,418.61,15875.232,Poznań,Premium,2022-11-18 20:55:29.729729728,3.2830188679245285,46,2
K000592,57,2023-01-02,2023-06-25,351191.7785,6161.2592719298245,64.11200000000001,15703.921,Gdańsk,Standard,2022-11-19 10:01:04.864864864,3.107142857142857,43,4
K000593,46,2023-01-03,2023-06-23,294371.658,6399.3838695652175,1429.1515,12809.99,Poznań,Premium,2022-11-19 23:06:40.000000000,3.8,44,6
K000594,64,2023-01-05,2023-06-25,361498.1255,5648.4082109375,677.86,14648.14,Warszawa,Standard,2022-11-20 12:12:15.135135132,2.7142857142857144,45,4
K000595,56,2023-01-03,2023-06-21,306728.612,5477.2966428571435,555.4,18764.116,Warszawa,Premium,2022-11-21 01:17:50.270270268,3.0727272727272728,42,8
K000596,49,2023-01-04,2023-06-25,316229.3685,6453.660581632653,470.94,15211.5225,Łódź,Standard,2022-11-21 14:23:25.405405404,3.5833333333333335,43,4
K000597,52,2023-01-01,2023-06-19,304836.86950000003,5862.247490384616,578.66,14170.27,Poznań,Standard,2022-11-22 03:29:00.540540540,3.3137254901960786,39,10
K000598,50,2023-01-02,2023-06-25,348486.441,6969.72882,816.33,14134.9005,Poznań,Standard,2022-11-22 16:34:35.675675676,3.5510204081632653,40,4
K000599,49,2023-01-02,2023-06-29,286155.4455,5839.907051020407,615.36,16831.387,Warszawa,Standard,2022-11-23 05:40:10.810810808,3.7083333333333335,39,0
K000600,44,2023-01-13,2023-06-25,224573.651,5103.9466136363635,122.61,11962.6,Gdańsk,Standard,2022-11-23 18:45:45.945945944,3.7906976744186047,50,4
K000601,55,2023-01-09,2023-06-28,355663.8815,6466.6160272727275,31.032000000000004,18235.337,Wrocław,Standard,2022-11-24 07:51:21.081081080,3.1481481481481484,45,1
K000602,56,2023-01-04,2023-06-29,328610.584,5868.0461428571425,283.26,12047.762999999999,Szczecin,Standard,2022-11-24 20:56:56.216216216,3.2,40,0
K000603,55,2023-01-01,2023-06-22,339317.436,6169.407927272727,423.12,13946.323,Wrocław,Standard,2022-11-25 10:02:31.351351348,3.185185185185185,36,7
K000604,56,2023-01-05,2023-06-29,319024.259,5696.861767857144,92.313,12272.618999999999,Poznań,Standard,2022-11-25 23:08:06.486486484,3.1818181818181817,40,0
K000605,48,2023-01-15,2023-06-24,260032.948,5417.353083333333,102.1785,14784.59,Wrocław,Premium,2022-11-26 12:13:41.621621620,3.404255319148936,49,5
K000606,55,2023-01-02,2023-06-26,330519.1095,6009.438354545455,89.699,16465.3065,Warszawa,Standard,2022-11-27 01:19:16.756756756,3.240740740740741,35,3
K000607,58,2023-01-01,2023-06-26,304308.816,5246.703724137931,349.4385,14079.24,Warszawa,VIP,2022-11-27 14:24:51.891891892,3.087719298245614,34,3
K000608,55,2023-01-03,2023-06-24,317390.585,5770.73790909091,358.677,13152.712,Poznań,Premium,2022-11-28 03:30:27.027027024,3.185185185185185,35,5
K000609,47,2023-01-04,2023-06-25,285451.742,6073.441319148937,203.3095,19601.454,Poznań,Standard,2022-11-28 16:36:02.162162160,3.739130434782609,36,4
K000610,54,2023-01-05,2023-06-28,314658.507,5827.009388888889,80.14,14273.84,Szczecin,Standard,2022-11-29 05:41:37.297297296,3.2830188679245285,36,1
K000611,37,2023-01-14,2023-06-22,233581.6855,6313.018527027027,108.189,16546.266,Szczecin,Premium,2022-11-29 18:47:12.432432432,4.416666666666667,45,7
K000612,60,2023-01-02,2023-06-27,334974.245,5582.904083333333,113.15,11947.296,Łódź,Standard,2022-11-30 07:52:47.567567568,2.983050847457627,32,2
K000613,54,2023-01-05,2023-06-27,334091.74,6186.884074074074,122.61,15711.778,Poznań,Standard,2022-11-30 20:58:22.702702700,3.2641509433962264,35,2
K000614,52,2023-01-04,2023-06-28,359813.48,6919.49,32.9715,17348.0,Gdańsk,Standard,2022-12-01 10:03:57.837837836,3.4313725490196076,33,1
K000615,45,2023-01-14,2023-06-26,265587.6815,5901.948477777778,1195.59,14233.993,Wrocław,Premium,2022-12-01 23:09:32.972972972,3.7045454545454546,43,3
K000616,49,2023-01-03,2023-06-29,271831.779,5547.587326530612,503.65999999999997,12003.9915,Poznań,Standard,2022-12-02 12:15:08.108108108,3.6875,31,0
K000617,40,2023-01-01,2023-06-05,200526.171,5013.154275,112.82,12407.55,Kraków,Standard,2022-12-03 01:20:43.243243240,3.9743589743589745,28,24
K000618,61,2023-01-04,2023-06-29,356214.7325,5839.585778688524,584.592,20407.3825,Łódź,VIP,2022-12-03 14:26:18.378378376,2.933333333333333,31,0
K000619,45,2023-01-01,2023-06-23,260351.20750000002,5785.582388888889,416.157,13779.059000000001,Kraków,Premium,2022-12-04 03:31:53.513513512,3.9318181818181817,27,6
K000620,47,2023-01-01,2023-06-27,279181.0315,5940.021946808511,228.879,18805.091,Warszawa,Standard,2022-12-04 16:37:28.648648648,3.847826086956522,27,2
K000621,56,2023-01-04,2023-06-29,346490.0785,6187.322830357143,356.16,17350.4535,Szczecin,Standard,2022-12-05 05:43:03.783783784,3.2,29,0
K000622,42,2023-01-01,2023-06-29,266439.3755,6343.794654761905,378.6035,17994.690000000002,Wrocław,Premium,2022-12-05 18:48:38.918918916,4.365853658536586,26,0
K000623,46,2023-01-01,2023-06-25,282062.6065,6131.795793478261,744.87,17019.365999999998,Poznań,Standard,2022-12-06 07:54:14.054054052,3.888888888888889,25,4
K000624,53,2023-01-04,2023-06-26,289818.985,5468.282735849057,273.64199999999994,13404.281,Kraków,Standard,2022-12-06 20:59:49.189189188,3.326923076923077,28,3
K000625,39,2023-01-01,2023-06-23,188098.6675,4823.0427564102565,30.771,12414.391,Wrocław,Standard,2022-12-07 10:05:24.324324324,4.552631578947368,24,6
K000626,44,2023-01-10,2023-06-25,284294.052,6461.228454545455,193.21,15185.616,Warszawa,VIP,2022-12-07 23:10:59.459459460,3.86046511627907,33,4
K000627,50,2023-01-01,2023-06-28,299352.053,5987.0410600000005,180.39,18285.29,Szczecin,Standard,2022-12-08 12:16:34.594594592,3.63265306122449,23,1
K000628,42,2023-01-02,2023-06-22,283297.5795,6745.180464285714,1071.82,15051.003,Gdańsk,Premium,2022-12-09 01:22:09.729729728,4.170731707317073,23,7
K000629,38,2023-01-01,2023-06-29,237817.299,6258.34997368421,587.19,13447.076000000001,Łódź,Premium,2022-12-09 14:27:44.864864864,4.837837837837838,22,0
K000630,50,2023-01-03,2023-06-27,303257.884,6065.15768,32.72,16845.179500000002,Wrocław,Standard,2022-12-10 03:33:20.000000000,3.5714285714285716,23,2
K000631,49,2023-01-02,2023-06-25,304800.6285,6220.420989795918,450.344,15055.36,Wrocław,Standard,2022-12-10 16:38:55.135135132,3.625,22,4
K000632,34,2023-01-04,2023-06-19,197497.028,5808.736117647059,102.57,13490.998500000002,Gdańsk,Standard,2022-12-11 05:44:30.270270268,5.03030303030303,23,10
K000633,53,2023-01-02,2023-06-21,290780.8865,5486.431820754718,740.5285,16725.242,Wrocław,Standard,2022-12-11 18:50:05.405405404,3.269230769230769,21,8
K000634,52,2023-01-01,2023-06-29,315226.814,6062.054115384615,169.54,14336.98,Warszawa,Standard,2022-12-12 07:55:40.540540540,3.5098039215686274,19,0
K000635,46,2023-01-09,2023-06-28,296061.1475,6436.111902173913,582.39,14070.942,Warszawa,Premium,2022-12-12 21:01:15.675675676,3.7777777777777777,27,1
K000636,46,2023-01-06,2023-06-29,291202.292,6330.484608695652,146.02,16848.2675,Gdańsk,Standard,2022-12-13 10:06:50.810810808,3.8666666666666667,23,0
K000637,49,2023-01-05,2023-06-29,286261.8595,5842.0787653061225,467.058,16984.0335,Łódź,Premium,2022-12-13 23:12:25.945945944,3.6458333333333335,22,0
K000638,34,2023-01-01,2023-06-29,182028.0125,5353.765073529412,748.61,15260.609,Poznań,Standard,2022-12-14 12:18:01.081081080,5.424242424242424,17,0
K000639,67,2023-01-02,2023-06-27,375567.697,5605.488014925373,38.79,13790.18,Kraków,Standard,2022-12-15 01:23:36.216216216,2.6666666666666665,17,2
K000640,40,2023-01-12,2023-06-25,252028.416,6300.7104,824.2479999999999,16231.811,Poznań,Standard,2022-12-15 14:29:11.351351348,4.205128205128205,27,4
K000641,50,2023-01-01,2023-06-27,266071.09,5321.4218,318.11,17831.255,Wrocław,Standard,2022-12-16 03:34:46.486486484,3.6122448979591835,15,2
K000642,40,2023-01-01,2023-06-25,253733.0225,6343.3255625,220.75,14119.0465,Kraków,Premium,2022-12-16 16:40:21.621621620,4.487179487179487,15,4
K000643,44,2023-01-03,2023-06-24,286738.326,6516.780136363636,1100.82,16059.935000000001,Gdańsk,Standard,2022-12-17 05:45:56.756756756,4.0,16,5
K000644,45,2023-01-03,2023-06-29,265792.72250000003,5906.504944444445,318.11,14103.56,Gdańsk,Standard,2022-12-17 18:51:31.891891892,4.0227272727272725,16,0
K000645,48,2023-01-18,2023-06-29,282982.392,5895.4664999999995,237.44,16754.5885,Łódź,Standard,2022-12-18 07:57:07.027027024,3.4468085106382977,30,0
K000646,49,2023-01-01,2023-06-25,306070.015,6246.326836734695,120.26,13192.678,Kraków,Standard,2022-12-18 21:02:42.162162160,3.6458333333333335,13,4
K000647,51,2023-01-01,2023-06-29,301171.94,5905.332156862745,78.528,14797.104,Warszawa,Standard,2022-12-19 10:08:17.297297296,3.58,12,0
K000648,54,2023-01-01,2023-06-27,309456.3555,5730.67325,349.4385,16792.98,Kraków,Standard,2022-12-19 23:13:52.432432432,3.339622641509434,12,2
K000649,54,2023-01-07,2023-06-23,327341.1225,6061.872638888889,112.784,14566.113000000001,Wrocław,VIP,2022-12-20 12:19:27.567567568,3.150943396226415,17,6
K000650,38,2023-01-01,2023-06-29,196000.944,5157.919578947368,372.351,14094.6985,Warszawa,Standard,2022-12-21 01:25:02.702702700,4.837837837837838,10,0
K000651,49,2023-01-01,2023-06-29,292059.19,5960.391632653062,465.912,19024.689000000002,Szczecin,Premium,2022-12-21 14:30:37.837837836,3.7291666666666665,10,0
K000652,45,2023-01-01,2023-06-28,264456.1525,5876.8033888888895,668.88,12977.754,Szczecin,Standard,2022-12-22 03:36:12.972972972,4.045454545454546,9,1
K000653,60,2023-01-05,2023-06-24,375908.01,6265.1335,118.72,18056.9905,Szczecin,Standard,2022-12-22 16:41:48.108108108,2.8813559322033897,13,5
K000654,56,2023-01-07,2023-06-29,335152.922,5984.8736071428575,84.77,15289.373,Gdańsk,Standard,2022-12-23 05:47:23.243243240,3.1454545454545455,14,0
K000655,59,2023-01-01,2023-06-27,324484.192,5499.73206779661,270.3935,15053.310000000001,Kraków,Standard,2022-12-23 18:52:58.378378376,3.0517241379310347,8,2
K000656,50,2023-01-01,2023-06-28,281952.2205,5639.0444099999995,511.3685,14274.975000000002,Szczecin,Standard,2022-12-24 07:58:33.513513512,3.63265306122449,7,1
K000657,54,2023-01-09,2023-06-28,350258.9735,6486.277287037037,57.1235,14719.98,Poznań,Standard,2022-12-24 21:04:08.648648648,3.207547169811321,15,1
K000658,54,2023-01-02,2023-06-28,387881.3145,7182.987305555555,490.26400000000007,17176.340500000002,Łódź,Standard,2022-12-25 10:09:43.783783784,3.339622641509434,7,1
K000659,52,2023-01-03,2023-06-29,335259.319,6447.294596153846,774.87,16787.0575,Poznań,Standard,2022-12-25 23:15:18.918918916,3.4705882352941178,8,0
K000660,58,2023-01-05,2023-06-28,323938.48,5585.146206896551,203.076,13277.8855,Szczecin,Standard,2022-12-26 12:20:54.054054052,3.0526315789473686,9,1
K000661,47,2023-01-02,2023-06-24,263979.3155,5616.581180851064,23.274,14851.904,Łódź,VIP,2022-12-27 01:26:29.189189188,3.760869565217391,5,5
K000662,41,2023-01-02,2023-06-29,238589.5865,5819.258207317073,118.72,15305.896,Wrocław,Standard,2022-12-27 14:32:04.324324324,4.45,5,0
K000663,49,2023-01-01,2023-06-26,302875.06200000003,6181.123714285715,160.41,14684.217999999999,Poznań,Standard,2022-12-28 03:37:39.459459456,3.6666666666666665,3,3
K000664,43,2023-01-04,2023-06-28,212400.136,4939.538046511628,25.86,12176.852,Kraków,Standard,2022-12-28 16:43:14.594594592,4.166666666666667,6,1
K000665,54,2023-01-02,2023-06-27,310618.901,5752.201870370371,84.77,17195.71,Kraków,Standard,2022-12-29 05:48:49.729729728,3.3207547169811322,3,2
K000666,46,2023-01-08,2023-06-27,261914.2255,5693.787510869565,113.15,14272.606,Poznań,Standard,2022-12-29 18:54:24.864864864,3.7777777777777777,9,2
